a	/a/
duales	/dwales/
dualidad	/dwaliðað/
ducado	/dukaðo/
ducados	/dukaðos/
ducha	/dutʃa/
duchaba	/dutʃaβa/
duchado	/dutʃaðo/
duchan	/dutʃan/
duchando	/dutʃando/
duchándose	/duˈtʃandose/
duchar	/dutʃaɾ/
ducharé	/dutʃaˈɾe/
ducharme	/dutʃaɾme/
ducharnos	/dutʃaɾnos/
ducharse	/dutʃaɾse/
ducharte	/dutʃaɾte/
duchas	/dutʃas/
duchaste	/dutʃaste/
duché	/duˈtʃe/
duche	/dutʃe/
duchó	/duˈtʃo/
ducho	/dutʃo/
duda	/duða/
dudaba	/duðaβa/
dudaban	/duðaβan/
dudabas	/duðaβas/
dudado	/duðaðo/
dudáis	/duˈðais/
dudamos	/duðamos/
dudan	/duðan/
dudando	/duðando/
dudar	/duðaɾ/
dudará	/duðaˈɾa/
dudara	/duðaɾa/
dudarán	/duðaˈɾan/
dudaré	/duðaˈɾe/
dudaría	/duðaˈɾia/
dudarían	/duðaˈɾian/
dudarlo	/duðaɾlo/
dudaron	/duðaɾon/
dudas	/duðas/
dudaste	/duðaste/
dudé	/duˈðe/
dude	/duðe/
dudéis	/duˈðeis/
duden	/duðen/
dudes	/duðes/
dudó	/duˈðo/
dudo	/duðo/
dudosa	/duðosa/
dudosas	/duðosas/
dudoso	/duðoso/
dudosos	/duðosos/
duela	/dwela/
duelan	/dwelan/
duele	/dwele/
duelen	/dwelen/
duelo	/dwelo/
duelos	/dwelos/
duende	/dwende/
duendes	/dwendes/
dueña	/dweɲa/
dueñas	/dweɲas/
dueño	/dweɲo/
dueños	/dweɲos/
duerma	/dweɾma/
duerman	/dweɾman/
duermas	/dweɾmas/
duerme	/dweɾme/
duermen	/dweɾmen/
duermes	/dweɾmes/
duermo	/dweɾmo/
dueto	/dweto/
duetos	/dwetos/
dulce	/dulθe/
dulcemente	/dulθemente/
dulcería	/dulθeˈɾia/
dulces	/dulθes/
dulcinea	/dulθinea/
dulzón	/duˈlθon/
dulzura	/dulθuɾa/
dulzuras	/dulθuɾas/
duma	/duma/
dumas	/dumas/
duna	/duna/
dunas	/dunas/
dundas	/dundas/
dúo	/ˈduo/
duodécima	/dwoˈðeθima/
duodécimo	/dwoˈðeθimo/
duodeno	/dwoðeno/
dúos	/ˈduos/
dupla	/dupla/
dúplex	/ˈdupleks/
duplica	/duplika/
duplicación	/duplikaˈθjon/
duplicada	/duplikaða/
duplicado	/duplikaðo/
duplicados	/duplikaðos/
duplicamos	/duplikamos/
duplican	/duplikan/
duplicando	/duplikando/
duplicar	/duplikaɾ/
duplicará	/duplikaˈɾa/
duplicaré	/duplikaˈɾe/
duplicarlo	/duplikaɾlo/
duplicaron	/duplikaɾon/
duplicidad	/dupliθiðað/
duplicó	/dupliˈko/
duplico	/dupliko/
duplique	/duplike/
dupliquen	/dupliken/
duque	/duke/
duques	/dukes/
duquesa	/dukesa/
duquesas	/dukesas/
dura	/duɾa/
duraba	/duɾaβa/
duraban	/duɾaβan/
durabilidad	/duɾaβiliðað/
duración	/duɾaˈθjon/
duradera	/duɾaðeɾa/
duraderas	/duɾaðeɾas/
duradero	/duɾaðeɾo/
duraderos	/duɾaðeɾos/
durado	/duɾaðo/
duramadre	/duɾamaðɾe/
duramos	/duɾamos/
duran	/duɾan/
durando	/duɾando/
durante	/duɾante/
durar	/duɾaɾ/
durará	/duɾaˈɾa/
durara	/duɾaɾa/
durarán	/duɾaˈɾan/
duraran	/duɾaɾan/
durarás	/duɾaˈɾas/
duraré	/duɾaˈɾe/
duraremos	/duɾaɾemos/
duraría	/duɾaˈɾia/
durarían	/duɾaˈɾian/
durarías	/duɾaˈɾias/
duraron	/duɾaɾon/
duras	/duɾas/
durase	/duɾase/
duraste	/duɾaste/
durazno	/duɾaθno/
duraznos	/duɾaθnos/
duré	/duˈɾe/
dure	/duɾe/
duren	/duɾen/
dureza	/duɾeθa/
durmáis	/duˈɾmais/
durmamos	/duɾmamos/
durmiendo	/duɾmjendo/
durmiente	/duɾmjente/
durmientes	/duɾmjentes/
durmiera	/duɾmjeɾa/
durmiéramos	/duˈɾmjeɾamos/
durmieran	/duɾmjeɾan/
durmieras	/duɾmjeɾas/
durmieron	/duɾmjeɾon/
durmiese	/duɾmjese/
durmió	/duˈɾmjo/
duró	/duˈɾo/
duro	/duɾo/
duros	/duɾos/
e	/e/
ea	/ea/
ebanista	/eβanista/
ébano	/ˈeβano/
ebria	/eβɾja/
ebrias	/eβɾjas/
ebriedad	/eβɾjeðað/
ebrio	/eβɾjo/
ebrios	/eβɾjos/
ebullición	/eβuʎiˈθjon/
eccema	/ekθema/
echa	/etʃa/
echaba	/etʃaβa/
echábamos	/eˈtʃaβamos/
echaban	/etʃaβan/
echabas	/etʃaβas/
echad	/etʃað/
echada	/etʃaða/
echadas	/etʃaðas/
echado	/etʃaðo/
echados	/etʃaðos/
echáis	/eˈtʃais/
echamos	/etʃamos/
echan	/etʃan/
echando	/etʃando/
echándole	/eˈtʃandole/
echándome	/eˈtʃandome/
echándonos	/eˈtʃandonos/
echándose	/eˈtʃandose/
echándote	/eˈtʃandote/
echar	/etʃaɾ/
echará	/etʃaˈɾa/
echara	/etʃaɾa/
echarán	/etʃaˈɾan/
echaran	/etʃaɾan/
echarás	/etʃaˈɾas/
echaras	/etʃaɾas/
echaré	/etʃaˈɾe/
echare	/etʃaɾe/
echaremos	/etʃaɾemos/
echaría	/etʃaˈɾia/
echaríamos	/etʃaˈɾiamos/
echarían	/etʃaˈɾian/
echarías	/etʃaˈɾias/
echarla	/etʃaɾla/
echarlas	/etʃaɾlas/
echarle	/etʃaɾle/
echarles	/etʃaɾles/
echarlo	/etʃaɾlo/
echarlos	/etʃaɾlos/
echarme	/etʃaɾme/
echármelo	/eˈtʃaɾmelo/
echarnos	/etʃaɾnos/
echaron	/etʃaɾon/
echaros	/etʃaɾos/
echarse	/etʃaɾse/
echarte	/etʃaɾte/
echas	/etʃas/
echase	/etʃase/
echaste	/etʃaste/
echasteis	/etʃasteis/
eché	/eˈtʃe/
eche	/etʃe/
echéis	/eˈtʃeis/
echemos	/etʃemos/
echen	/etʃen/
eches	/etʃes/
echó	/eˈtʃo/
echo	/etʃo/
ecléctico	/eˈklektiko/
eclesiástica	/ekleˈsjastika/
eclesiástico	/ekleˈsjastiko/
eclesiásticos	/ekleˈsjastikos/
eclipsa	/eklipsa/
eclipsada	/eklipsaða/
eclipsado	/eklipsaðo/
eclipsar	/eklipsaɾ/
eclipse	/eklipse/
eclipses	/eklipses/
eclosionar	/eklosjonaɾ/
eco	/eko/
ecografía	/ekoɣɾaˈfia/
ecografías	/ekoɣɾaˈfias/
ecología	/ekoloˈxia/
ecológica	/ekoˈloxika/
ecológicas	/ekoˈloxikas/
ecológico	/ekoˈloxiko/
ecológicos	/ekoˈloxikos/
ecologista	/ekoloxista/
ecologistas	/ekoloxistas/
economato	/ekonomato/
economía	/ekonoˈmia/
economías	/ekonoˈmias/
económica	/ekoˈnomika/
económicamente	/ekoˈnomikamente/
económicas	/ekoˈnomikas/
económico	/ekoˈnomiko/
económicos	/ekoˈnomikos/
economista	/ekonomista/
economistas	/ekonomistas/
economizar	/ekonomiθaɾ/
ecos	/ekos/
ecosistema	/ekosistema/
ecosistemas	/ekosistemas/
ecuación	/ekwaˈθjon/
ecuaciones	/ekwaθjones/
ecuador	/ekwaðoɾ/
ecuatorial	/ekwatoɾjal/
ecuestre	/ekwestɾe/
ecuménico	/ekuˈmeniko/
edad	/eðað/
edades	/eðaðes/
edema	/eðema/
edén	/eˈðen/
edición	/eðiˈθjon/
ediciones	/eðiθjones/
edicto	/eðikto/
edictos	/eðiktos/
edificación	/eðifikaˈθjon/
edificar	/eðifikaɾ/
edificio	/eðifiθjo/
edificios	/eðifiθjos/
edifico	/eðifiko/
edita	/eðita/
editada	/eðitaða/
editado	/eðitaðo/
editados	/eðitaðos/
editamos	/eðitamos/
editando	/eðitando/
editar	/eðitaɾ/
editarlo	/eðitaɾlo/
edité	/eðiˈte/
editó	/eðiˈto/
edito	/eðito/
editor	/eðitoɾ/
editora	/eðitoɾa/
editores	/eðitoɾes/
editorial	/eðitoɾjal/
editoriales	/eðitoɾjales/
edredón	/eðɾeˈðon/
edredones	/eðɾeðones/
Eduardo	/eðwaɾðo/
educa	/eðuka/
educación	/eðukaˈθjon/
educacional	/eðukaθjonal/
educada	/eðukaða/
educadas	/eðukaðas/
educado	/eðukaðo/
educador	/eðukaðoɾ/
educadora	/eðukaðoɾa/
educadores	/eðukaðoɾes/
educados	/eðukaðos/
educamos	/eðukamos/
educan	/eðukan/
educando	/eðukando/
educar	/eðukaɾ/
educarla	/eðukaɾla/
educarlo	/eðukaɾlo/
educarlos	/eðukaɾlos/
educarme	/eðukaɾme/
educaron	/eðukaɾon/
educarse	/eðukaɾse/
educarte	/eðukaɾte/
educaste	/eðukaste/
educativa	/eðukatiβa/
educativas	/eðukatiβas/
educativo	/eðukatiβo/
educativos	/eðukatiβos/
educó	/eðuˈko/
educo	/eðuko/
edulcorante	/eðulkoɾante/
eduqué	/eðuˈke/
eduque	/eðuke/
eduquen	/eðuken/
efe	/efe/
efectiva	/efektiβa/
efectivamente	/efektiβamente/
efectivas	/efektiβas/
efectividad	/efektiβiðað/
efectivo	/efektiβo/
efectivos	/efektiβos/
efecto	/efekto/
efectos	/efektos/
efectúa	/efeˈktua/
efectuada	/efektwaða/
efectuado	/efektwaðo/
efectuados	/efektwaðos/
efectuando	/efektwando/
efectuar	/efektwaɾ/
efectuará	/efektwaˈɾa/
efectuaron	/efektwaɾon/
efectuó	/efeˈktwo/
efervescencia	/efeɾβesθenθja/
efervescente	/efeɾβesθente/
eficaces	/efikaθes/
eficacia	/efikaθja/
eficaz	/efikaθ/
eficazmente	/efikaθmente/
eficiencia	/efiθjenθja/
eficiente	/efiθjente/
eficientemente	/efiθjentemente/
eficientes	/efiθjentes/
efigie	/efixje/
efímera	/eˈfimeɾa/
efímeras	/eˈfimeɾas/
efímero	/eˈfimeɾo/
efusión	/efuˈsjon/
efusiva	/efusiβa/
efusivo	/efusiβo/
egipcia	/exipθja/
egipcias	/exipθjas/
egipcio	/exipθjo/
egipcios	/exipθjos/
egiptólogos	/exiˈptoloɣos/
egocéntrica	/eɣoˈθentɾika/
egocéntrico	/eɣoˈθentɾiko/
egocéntricos	/eɣoˈθentɾikos/
egocentrismo	/eɣoθentɾizmo/
egoísmo	/eɣoˈizmo/
egoísta	/eɣoˈista/
egoístas	/eɣoˈistas/
ególatra	/eˈɣolatɾa/
eh	/e/
eje	/exe/
ejecución	/exekuˈθjon/
ejecuciones	/exekuθjones/
ejecuta	/exekuta/
ejecutada	/exekutaða/
ejecutadas	/exekutaðas/
ejecutado	/exekutaðo/
ejecutados	/exekutaðos/
ejecutamos	/exekutamos/
ejecutan	/exekutan/
ejecutando	/exekutando/
ejecutar	/exekutaɾ/
ejecutará	/exekutaˈɾa/
ejecutara	/exekutaɾa/
ejecutarán	/exekutaˈɾan/
ejecutaran	/exekutaɾan/
ejecutaré	/exekutaˈɾe/
ejecutaremos	/exekutaɾemos/
ejecutarla	/exekutaɾla/
ejecutarlo	/exekutaɾlo/
ejecutarlos	/exekutaɾlos/
ejecutarme	/exekutaɾme/
ejecutaron	/exekutaɾon/
ejecutarse	/exekutaɾse/
ejecutarte	/exekutaɾte/
ejecutas	/exekutas/
ejecutaste	/exekutaste/
ejecuté	/exekuˈte/
ejecute	/exekute/
ejecuten	/exekuten/
ejecutiva	/exekutiβa/
ejecutivas	/exekutiβas/
ejecutivo	/exekutiβo/
ejecutivos	/exekutiβos/
ejecutó	/exekuˈto/
ejecuto	/exekuto/
ejecutor	/exekutoɾ/
ejecutores	/exekutoɾes/
ejemplar	/exemplaɾ/
ejemplares	/exemplaɾes/
ejemplifica	/exemplifika/
ejemplo	/exemplo/
ejemplos	/exemplos/
ejerce	/exeɾθe/
ejercen	/exeɾθen/
ejercer	/exeɾθeɾ/
ejercí	/exeˈɾθi/
ejercía	/exeˈɾθia/
ejercicio	/exeɾθiθjo/
ejercicios	/exeɾθiθjos/
ejercida	/exeɾθiða/
ejercido	/exeɾθiðo/
ejerciendo	/exeɾθjendo/
ejerció	/exeˈɾθjo/
ejercita	/exeɾθita/
ejercitado	/exeɾθitaðo/
ejercitan	/exeɾθitan/
ejercitando	/exeɾθitando/
ejercitar	/exeɾθitaɾ/
ejercitarme	/exeɾθitaɾme/
ejercitarse	/exeɾθitaɾse/
ejercitarte	/exeɾθitaɾte/
ejercitas	/exeɾθitas/
ejército	/eˈxeɾθito/
ejercito	/exeɾθito/
ejércitos	/eˈxeɾθitos/
ejerza	/exeɾθa/
ejerzo	/exeɾθo/
ejes	/exes/
él	/ˈel/
el	/el/
elabora	/elaβoɾa/
elaboración	/elaβoɾaˈθjon/
elaborada	/elaβoɾaða/
elaboradas	/elaβoɾaðas/
elaborado	/elaβoɾaðo/
elaborados	/elaβoɾaðos/
elaboran	/elaβoɾan/
elaborando	/elaβoɾando/
elaborar	/elaβoɾaɾ/
elabore	/elaβoɾe/
elaboró	/elaβoˈɾo/
elástica	/eˈlastika/
elásticas	/eˈlastikas/
elasticidad	/elastiθiðað/
elástico	/eˈlastiko/
elásticos	/eˈlastikos/
ele	/ele/
elección	/eleˈkθjon/
elecciones	/elekθjones/
electa	/elekta/
electiva	/elektiβa/
electo	/elekto/
elector	/elektoɾ/
electorado	/elektoɾaðo/
electoral	/elektoɾal/
electorales	/elektoɾales/
electores	/elektoɾes/
electos	/elektos/
eléctrica	/eˈlektɾika/
eléctricamente	/eˈlektɾikamente/
eléctricas	/eˈlektɾikas/
electricidad	/elektɾiθiðað/
electricista	/elektɾiθista/
electricistas	/elektɾiθistas/
eléctrico	/eˈlektɾiko/
eléctricos	/eˈlektɾikos/
electrificada	/elektɾifikaða/
electrificado	/elektɾifikaðo/
electro	/elektɾo/
electrocardiograma	/elektɾokaɾðjoɣɾama/
electrocución	/elektɾokuˈθjon/
electrocutada	/elektɾokutaða/
electrocutado	/elektɾokutaðo/
electrocutar	/elektɾokutaɾ/
electrocutó	/elektɾokuˈto/
electrodo	/elektɾoðo/
electrodoméstico	/elektɾoðoˈmestiko/
electrodomésticos	/elektɾoðoˈmestikos/
electrodos	/elektɾoðos/
electroencefalograma	/elektɾoenθefaloɣɾama/
electromagnética	/elektɾomaɣˈnetika/
electromagnéticas	/elektɾomaɣˈnetikas/
electromagnético	/elektɾomaɣˈnetiko/
electromagnéticos	/elektɾomaɣˈnetikos/
electromagnetismo	/elektɾomaɣnetizmo/
electrón	/eleˈktɾon/
electrones	/elektɾones/
electrónica	/eleˈktɾonika/
electrónicamente	/eleˈktɾonikamente/
electrónicas	/eleˈktɾonikas/
electrónico	/eleˈktɾoniko/
electrónicos	/eleˈktɾonikos/
elefanta	/elefanta/
elefante	/elefante/
elefantes	/elefantes/
elegancia	/eleɣanθja/
elegante	/eleɣante/
elegantemente	/eleɣantemente/
elegantes	/eleɣantes/
elegí	/eleˈxi/
elegía	/eleˈxia/
elegían	/eleˈxian/
elegías	/eleˈxias/
elegible	/elexiβle/
elegibles	/elexiβles/
elegid	/elexið/
elegida	/elexiða/
elegidas	/elexiðas/
elegido	/elexiðo/
elegidos	/elexiðos/
elegimos	/eleximos/
elegir	/elexiɾ/
elegirá	/elexiˈɾa/
elegirán	/elexiˈɾan/
elegirás	/elexiˈɾas/
elegiré	/elexiˈɾe/
elegiremos	/elexiɾemos/
elegiría	/elexiˈɾia/
elegirían	/elexiˈɾian/
elegirías	/elexiˈɾias/
elegirla	/elexiɾla/
elegirlas	/elexiɾlas/
elegirlo	/elexiɾlo/
elegirlos	/elexiɾlos/
elegirme	/elexiɾme/
elegirte	/elexiɾte/
elegís	/eleˈxis/
elegiste	/elexiste/
elemental	/elemental/
elementales	/elementales/
elemento	/elemento/
elementos	/elementos/
elenco	/eleŋko/
eles	/eles/
eleva	/eleβa/
elevaba	/eleβaβa/
elevación	/eleβaˈθjon/
elevada	/eleβaða/
elevadas	/eleβaðas/
elevado	/eleβaðo/
elevador	/eleβaðoɾ/
elevadora	/eleβaðoɾa/
elevadores	/eleβaðoɾes/
elevados	/eleβaðos/
elevamos	/eleβamos/
elevan	/eleβan/
elevando	/eleβando/
elevándose	/eleˈβandose/
elevar	/eleβaɾ/
elevará	/eleβaˈɾa/
elevaré	/eleβaˈɾe/
elevaría	/eleβaˈɾia/
elevarlo	/eleβaɾlo/
elevarme	/eleβaɾme/
elevarnos	/eleβaɾnos/
elevaron	/eleβaɾon/
elevarse	/eleβaɾse/
elevarte	/eleβaɾte/
elevas	/eleβas/
elevé	/eleˈβe/
eleve	/eleβe/
elevemos	/eleβemos/
eleven	/eleβen/
elevó	/eleˈβo/
elevo	/eleβo/
elfo	/elfo/
elfos	/elfos/
elige	/elixe/
eligen	/elixen/
eliges	/elixes/
eligiendo	/elixjendo/
eligiera	/elixjeɾa/
eligieran	/elixjeɾan/
eligieras	/elixjeɾas/
eligieron	/elixjeɾon/
eligió	/eliˈxjo/
elija	/elixa/
elijamos	/elixamos/
elijan	/elixan/
elijas	/elixas/
elije	/elixe/
elijes	/elixes/
elijo	/elixo/
elimina	/elimina/
eliminaba	/eliminaβa/
eliminación	/eliminaˈθjon/
eliminaciones	/eliminaθjones/
eliminada	/eliminaða/
eliminadas	/eliminaðas/
eliminado	/eliminaðo/
eliminador	/eliminaðoɾ/
eliminados	/eliminaðos/
eliminamos	/eliminamos/
eliminan	/eliminan/
eliminando	/eliminando/
eliminar	/eliminaɾ/
eliminará	/eliminaˈɾa/
eliminara	/eliminaɾa/
eliminarán	/eliminaˈɾan/
eliminaran	/eliminaɾan/
eliminaré	/eliminaˈɾe/
eliminaremos	/eliminaɾemos/
eliminaría	/eliminaˈɾia/
eliminarla	/eliminaɾla/
eliminarlas	/eliminaɾlas/
eliminarle	/eliminaɾle/
eliminarlo	/eliminaɾlo/
eliminarlos	/eliminaɾlos/
eliminarme	/eliminaɾme/
eliminarnos	/eliminaɾnos/
eliminaron	/eliminaɾon/
eliminarse	/eliminaɾse/
eliminarte	/eliminaɾte/
eliminas	/eliminas/
eliminaste	/eliminaste/
eliminatoria	/eliminatoɾja/
eliminatorias	/eliminatoɾjas/
eliminé	/elimiˈne/
elimine	/elimine/
eliminemos	/eliminemos/
eliminen	/eliminen/
elimines	/elimines/
eliminó	/elimiˈno/
elimino	/elimino/
elipse	/elipse/
elíptica	/eˈliptika/
elípticas	/eˈliptikas/
elíseo	/eˈliseo/
elíseos	/eˈliseos/
elitista	/elitista/
elitistas	/elitistas/
elixir	/eliksiɾ/
ella	/eʎa/
ellas	/eʎas/
elle	/eʎe/
ello	/eʎo/
ellos	/eʎos/
elocuencia	/elokwenθja/
elocuente	/elokwente/
elocuentemente	/elokwentemente/
elocuentes	/elokwentes/
elogia	/eloxja/
elogiado	/eloxjaðo/
elogian	/eloxjan/
elogiando	/eloxjando/
elogiar	/eloxjaɾ/
elogió	/eloˈxjo/
elogio	/eloxjo/
elogios	/eloxjos/
elude	/eluðe/
eludido	/eluðiðo/
eludiendo	/eluðjendo/
eludió	/eluˈðjo/
eludir	/eluðiɾ/
emana	/emana/
emanaba	/emanaβa/
emanación	/emanaˈθjon/
emanaciones	/emanaθjones/
emanan	/emanan/
emanando	/emanando/
emancipación	/emanθipaˈθjon/
emancipada	/emanθipaða/
emancipado	/emanθipaðo/
embajada	/embaxaða/
embajadas	/embaxaðas/
embajador	/embaxaðoɾ/
embajadora	/embaxaðoɾa/
embajadores	/embaxaðoɾes/
embalado	/embalaðo/
embalaje	/embalaxe/
embalar	/embalaɾ/
embalsamado	/embalsamaðo/
embalsamador	/embalsamaðoɾ/
embalsamamiento	/embalsamamjento/
embalsamar	/embalsamaɾ/
embalse	/embalse/
embaracé	/embaɾaˈθe/
embarace	/embaɾaθe/
embaraza	/embaɾaθa/
embarazada	/embaɾaθaða/
embarazadas	/embaɾaθaðas/
embarazado	/embaɾaθaðo/
embarazados	/embaɾaθaðos/
embarazan	/embaɾaθan/
embarazar	/embaɾaθaɾ/
embarazas	/embaɾaθas/
embarazaste	/embaɾaθaste/
embarazó	/embaɾaˈθo/
embarazo	/embaɾaθo/
embarazos	/embaɾaθos/
embarazosa	/embaɾaθosa/
embarazosas	/embaɾaθosas/
embarazoso	/embaɾaθoso/
embarazosos	/embaɾaθosos/
embarca	/embaɾka/
embarcación	/embaɾkaˈθjon/
embarcaciones	/embaɾkaθjones/
embarcadero	/embaɾkaðeɾo/
embarcado	/embaɾkaðo/
embarcados	/embaɾkaðos/
embarcamos	/embaɾkamos/
embarcan	/embaɾkan/
embarcando	/embaɾkando/
embarcar	/embaɾkaɾ/
embarcará	/embaɾkaˈɾa/
embarcaré	/embaɾkaˈɾe/
embarcaremos	/embaɾkaɾemos/
embarcarme	/embaɾkaɾme/
embarcarnos	/embaɾkaɾnos/
embarcaron	/embaɾkaɾon/
embarcarse	/embaɾkaɾse/
embarcarte	/embaɾkaɾte/
embarcó	/embaˈɾko/
embarco	/embaɾko/
embarga	/embaɾɣa/
embargada	/embaɾɣaða/
embargado	/embaɾɣaðo/
embargar	/embaɾɣaɾ/
embargaron	/embaɾɣaɾon/
embargó	/embaˈɾɣo/
embargo	/embaɾɣo/
embargos	/embaɾɣos/
embarqué	/embaˈɾke/
embarque	/embaɾke/
embarquen	/embaɾken/
embarques	/embaɾkes/
embarrada	/embaraða/
embarrado	/embaraðo/
embarrados	/embaraðos/
embaucado	/embaukaðo/
embaucador	/embaukaðoɾ/
embaucadores	/embaukaðoɾes/
embaucando	/embaukando/
embaucar	/embaukaɾ/
embaucó	/embauˈko/
embelesado	/embelesaðo/
embellece	/embeʎeθe/
embellecer	/embeʎeθeɾ/
embellecimiento	/embeʎeθimjento/
embestida	/embestiða/
embestido	/embestiðo/
embestir	/embestiɾ/
embiste	/embiste/
embistió	/embiˈstjo/
emblema	/emblema/
emblemas	/emblemas/
emblemática	/embleˈmatika/
emblemático	/embleˈmatiko/
embobado	/emboβaðo/
embobados	/emboβaðos/
embolia	/embolja/
embolismo	/embolizmo/
émbolo	/ˈembolo/
embolsa	/embolsa/
embolsado	/embolsaðo/
embolsar	/embolsaɾ/
emborracha	/emboratʃa/
emborrachaba	/emboratʃaβa/
emborrachaban	/emboratʃaβan/
emborrachado	/emboratʃaðo/
emborrachamos	/emboratʃamos/
emborrachan	/emboratʃan/
emborrachando	/emboratʃando/
emborrachándome	/emboraˈtʃandome/
emborrachándose	/emboraˈtʃandose/
emborrachándote	/emboraˈtʃandote/
emborrachar	/emboratʃaɾ/
emborrachara	/emboratʃaɾa/
emborracharé	/emboratʃaˈɾe/
emborracharemos	/emboratʃaɾemos/
emborracharía	/emboratʃaˈɾia/
emborracharme	/emboratʃaɾme/
emborracharnos	/emboratʃaɾnos/
emborracharon	/emboratʃaɾon/
emborracharse	/emboratʃaɾse/
emborracharte	/emboratʃaɾte/
emborrachas	/emboratʃas/
emborrachaste	/emboratʃaste/
emborraché	/emboraˈtʃe/
emborrache	/emboratʃe/
emborraches	/emboratʃes/
emborrachó	/emboraˈtʃo/
emborracho	/emboratʃo/
emboscada	/emboskaða/
emboscadas	/emboskaðas/
emboscado	/emboskaðo/
emboscados	/emboskaðos/
emboscar	/emboskaɾ/
emboscaron	/emboskaɾon/
emboscó	/emboˈsko/
embotado	/embotaðo/
embotellada	/emboteʎaða/
embotellado	/emboteʎaðo/
embotelladora	/emboteʎaðoɾa/
embotellar	/emboteʎaɾ/
embrague	/embɾaɣe/
embravecido	/embɾaβeθiðo/
embriaga	/embɾjaɣa/
embriagada	/embɾjaɣaða/
embriagado	/embɾjaɣaðo/
embriagador	/embɾjaɣaðoɾ/
embriagadora	/embɾjaɣaðoɾa/
embriagadores	/embɾjaɣaðoɾes/
embriagar	/embɾjaɣaɾ/
embriagarme	/embɾjaɣaɾme/
embriagarnos	/embɾjaɣaɾnos/
embriagarse	/embɾjaɣaɾse/
embriagarte	/embɾjaɣaɾte/
embriagó	/embɾjaˈɣo/
embriagué	/embɾjaˈɣe/
embriague	/embɾjaɣe/
embriaguez	/embɾjaɣeθ/
embrión	/eˈmbɾjon/
embriones	/embɾjones/
embrollo	/embɾoʎo/
embromando	/embɾomando/
embrujada	/embɾuxaða/
embrujadas	/embɾuxaðas/
embrujado	/embɾuxaðo/
embrujados	/embɾuxaðos/
embrujó	/embɾuˈxo/
embrujo	/embɾuxo/
embudo	/embuðo/
embuste	/embuste/
embustera	/embusteɾa/
embustero	/embusteɾo/
embusteros	/embusteɾos/
embustes	/embustes/
embutido	/embutiðo/
embutidos	/embutiðos/
eme	/eme/
emerge	/emeɾxe/
emergen	/emeɾxen/
emergencia	/emeɾxenθja/
emergencias	/emeɾxenθjas/
emergente	/emeɾxente/
emergentes	/emeɾxentes/
emerger	/emeɾxeɾ/
emergerá	/emeɾxeˈɾa/
emergido	/emeɾxiðo/
emergiendo	/emeɾxjendo/
emergieron	/emeɾxjeɾon/
emergió	/emeˈɾxjo/
emérito	/eˈmeɾito/
emerja	/emeɾxa/
emigración	/emiɣɾaˈθjon/
emigrado	/emiɣɾaðo/
emigran	/emiɣɾan/
emigrante	/emiɣɾante/
emigrantes	/emiɣɾantes/
emigrar	/emiɣɾaɾ/
emigraron	/emiɣɾaɾon/
emigró	/emiˈɣɾo/
Emilio	/emiljo/
eminencia	/eminenθja/
eminencias	/eminenθjas/
eminente	/eminente/
eminentemente	/eminentemente/
eminentes	/eminentes/
emir	/emiɾ/
emisaria	/emisaɾja/
emisario	/emisaɾjo/
emisarios	/emisaɾjos/
emisión	/emiˈsjon/
emisiones	/emisjones/
emisor	/emisoɾ/
emisora	/emisoɾa/
emisoras	/emisoɾas/
emisores	/emisoɾes/
emita	/emita/
emitan	/emitan/
emite	/emite/
emiten	/emiten/
emites	/emites/
emití	/emiˈti/
emitía	/emiˈtia/
emitían	/emiˈtian/
emitida	/emitiða/
emitidas	/emitiðas/
emitido	/emitiðo/
emitidos	/emitiðos/
emitiendo	/emitjendo/
emitieron	/emitjeɾon/
emitimos	/emitimos/
emitió	/emiˈtjo/
emitir	/emitiɾ/
emitirá	/emitiˈɾa/
emitirán	/emitiˈɾan/
emitiré	/emitiˈɾe/
emitiremos	/emitiɾemos/
emito	/emito/
emoción	/emoˈθjon/
emociona	/emoθjona/
emocionaba	/emoθjonaβa/
emocionada	/emoθjonaða/
emocionadas	/emoθjonaðas/
emocionado	/emoθjonaðo/
emocionados	/emoθjonaðos/
emocional	/emoθjonal/
emocionales	/emoθjonales/
emocionalmente	/emoθjonalmente/
emocionan	/emoθjonan/
emocionando	/emoθjonando/
emocionante	/emoθjonante/
emocionantes	/emoθjonantes/
emocionar	/emoθjonaɾ/
emocionará	/emoθjonaˈɾa/
emocionaría	/emoθjonaˈɾia/
emocionarme	/emoθjonaɾme/
emocionaron	/emoθjonaɾon/
emocionarse	/emoθjonaɾse/
emocionarte	/emoθjonaɾte/
emocionas	/emoθjonas/
emocioné	/emoθjoˈne/
emocione	/emoθjone/
emocionen	/emoθjonen/
emociones	/emoθjones/
emocionó	/emoθjoˈno/
emociono	/emoθjono/
emotiva	/emotiβa/
emotivas	/emotiβas/
emotivo	/emotiβo/
emotivos	/emotiβos/
empaca	/empaka/
empacada	/empakaða/
empacadas	/empakaðas/
empacado	/empakaðo/
empacadora	/empakaðoɾa/
empacadores	/empakaðoɾes/
empacados	/empakaðos/
empacamos	/empakamos/
empacan	/empakan/
empacando	/empakando/
empacar	/empakaɾ/
empacaré	/empakaˈɾe/
empacaron	/empakaɾon/
empacas	/empakas/
empacaste	/empakaste/
empacó	/empaˈko/
empaco	/empako/
empalado	/empalaðo/
empalagosa	/empalaɣosa/
empalagoso	/empalaɣoso/
